Content Questions,Page #,Answer
"In Fifty-Four Things Wrong with Gwendolyn Rogers, How many steps are there in Alcoholics Anonymous?",123,Twelve
"In Fifty-Four Things Wrong with Gwendolyn Rogers, Who invites Gwendolyn to their birthday party?",144-145,Thais Gonzalez
"In Fifty-Four Things Wrong with Gwendolyn Rogers, What page did Gwendolyn forget to turn in for her report?",212-213,page 2
"In Fifty-Four Things Wrong with Gwendolyn Rogers, When Adderall didn't work for Gwendolyn what drug was she prescribed?",215,Concerta
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, name the first six things wrong with Gwendolyn Rogers",4,"1. Too demanding, 2. Picky Eater, 3. Attention Seeking, 4. Lazy, 5. Will only do what she wants, 6. Socially inept"
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What is the name of Gwendolyn's favorite horse?",5,Dandelion
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what does Gwendolyn build in her mind during outside break to help her hear Tyler?",12,A glass wall or a glass tube
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what is Anger's favorite meal?",25,Other people's anger
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what emotion is blue, fuzzy and blob-like?",28,Sadness
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what does Anger sleep in?",28,a little white shell
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what food related nickname does Gwendolyn's mom call her?",1,Cupcake
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What emotion is red and triangle shaped?",29,Anger
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what has a minty flavor designed to cover the fishy taste?",32,Fish oil
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what is the doo-dee-doo sound?",39,A skype call
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What is the name of gwendolyn's best friend?",63,Hettie
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, Which teacher asks that Gwendolyn get an IEP?",60,Ms. North (Third grade teacher)
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What is an IEP?",60,Individualized Educational Plan
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, who told Gwendolyn's mom to spoon feed her baby food?",71,A therapist
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what does Gwendolyn's mom do with her head when she is angry?",73,Swing her bangs
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, where did Gwendolyn's parents meet?",81,At an AA meeting
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what is Tyler's mom's name?",83,Ms. Christakos
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What is Gwendolyn's school name?",83,Banneker Charter Middle School
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What does Gwendolyn ask Ms. Haley to do right before she throws a computer at her?",108,Call his (Tyler's) mom
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what is Hettie's brother's name?",127,Nolan
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, Who is Gwendolyn's letter friend?",182,Marty
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what is the first medication Gwendolyn is prescribed?",198,Adderall
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, who is the doctor that actually prescribes the ADHD medicine",197,Dr. Mark
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what is the second medication Gwendolyn is precribed?",215,Concentra
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what game are they playing when Gwendolyn hits Tyler?",221,Ballet HORSE
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, What emotion is purple, shiny, smooth and shaped like a ribbon?",230,Relief
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, Why does Hettie say Gwendolyn is not at fault for hitting Tyler?",233,Because she was on drugs
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what does Thais do to help Gwendolyn in Mr. Olsen's class?",260,Gives her pencils
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, what does Gwendolyn do when her mom reads her list of 54 things?",272,She runs
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, who is kelly green and shaped like a star?",281,Curiosity
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, name two things that Dr. Nessa sees in Gwendolyn that indicate she may be Sensory seeking?",288,"Mushy food (aversion), (tight) braids, (tight) tucking in at night"
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, who wears Pajamas that are pink with avocados all over them?",293,Hettie
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, according to Gwendolyn, why does noone hardly ever come to their house?",294,Because Gwendolyn's mom is embarrassed by their house
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, who started the list ""Things That Are Awesome About Gwendolyn Rogers""?",298,Hettie
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, name the two things from the list ""Things that are awesome about Gwendolyn Rogers"" that Hettie wrote.",298,"1. Comes up with the best games, 2. Is Really Really Nice (to Hettie)"
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, name two things from the list ""Things that are awesome about Gwendolyn Rogers"" that Mom wrote.",304,"Compassionate with all animals, especially horses. Compassionate with her friends. Incredibly accepting of everyone who's different. Creative. The best person to talk with (for Mom)"
"In Fifty-Four Things Wrong with Gwendolyn Rogers, by Caela Carter, name the two things from the list ""Awesome things about Tyler Rogers"".",309,"Does the best, tightest braids. Treats boys and girls the same. Fun to play with. I never knew I needed a brother until I met him. Great at basketball"
