In Which Book Questions,Page #,Title,Author
"In which book does someone say ""Look on the bright side...you're a total chauvinist""?",63,Before the Ever After,Jacqueline Woodson
"In which book does someone think remember an ant ""walking in circles, its antennae searching the empty air for the friends it had lost""?",71,Before the Ever After,Jacqueline Woodson
"In which book does someone say that the only instrument in their house was ""a broke-down banjo"" with only one string on it?",78,Before the Ever After,Jacqueline Woodson
"In which book does someone have a ""ballroom"" in their house?",78,Before the Ever After,Jacqueline Woodson
"In which book did someone used to make ""little lemon cakes that looked like tiny loaves of bread""?",82,Before the Ever After,Jacqueline Woodson
"In which book does someone see ""the reddest cardinal ever"" sitting in an oak tree?",84,Before the Ever After,Jacqueline Woodson
"In which book does someone hide under the dining room table and ""put their fingers inside their ears""?",86,Before the Ever After,Jacqueline Woodson
In which book is someone recommended a doctor in Philadelphia?,91,Before the Ever After,Jacqueline Woodson
In which book does someone make maple pancakes by spreading syrup over them and putting them back in the pan to cook?,91-92,Before the Ever After,Jacqueline Woodson
In which book does a boy have pink and blue poodles on his jammies?,93,Before the Ever After,Jacqueline Woodson
"In which book does someone say there's ""Something big. Something broken that I don't know how to fix""?",101,Before the Ever After,Jacqueline Woodson
In which book does someone write a haiku for a family member?,102,Before the Ever After,Jacqueline Woodson
"In which book does someone listen to the song ""September"" by Earth, Wind, & Fire?",111,Before the Ever After,Jacqueline Woodson
"In which book does someone have ""lucky snow gloves""?",117,Before the Ever After,Jacqueline Woodson
"In which book does someone's picture look like they ""ate the moon and it came shining back out""?",121,Before the Ever After,Jacqueline Woodson
In which book does someone wear a watch they got for their thirtieth birthday?,126,Before the Ever After,Jacqueline Woodson
In which book does someone make a paper-mâché mountain?,132,Before the Ever After,Jacqueline Woodson
"In which book does someone write but not know how to finish ""Maplewood Blues Song""?",149,Before the Ever After,Jacqueline Woodson
In which book does someone cut their hand on a window and leave the house in a stretcher?,155,Before the Ever After,Jacqueline Woodson
