In Which Book Questions,Page #,Title,Author
In which book is the school nurse also the dean of the students and the librarian?,157,The Mystwick School of Musicraft,Jessica Khoury
In which book does a character get hit with a snowball on their arm?,169,The Mystwick School of Musicraft,Jessica Khoury
In which book does the smell of cinnamon accompany a teleportation spell?,174,The Mystwick School of Musicraft,Jessica Khoury
In which book do students find themselves at the top of a freezing mountain?,175,The Mystwick School of Musicraft,Jessica Khoury
In which book does a character see a girl standing just outside of a cave?,181,The Mystwick School of Musicraft,Jessica Khoury
In which book are there rocks with holes in them at the top of a mountain?,185,The Mystwick School of Musicraft,Jessica Khoury
In which book do the kids eat tomato soup and grilled cheese?,194,The Mystwick School of Musicraft,Jessica Khoury
In which book does ice melt on a character's pajamas making people think she wet the bed?,205,The Mystwick School of Musicraft,Jessica Khoury
In which book do a group of students meet in the basement to play rock music?,215,The Mystwick School of Musicraft,Jessica Khoury
In which book does the illusion of a tiger appear in a hallway,224,The Mystwick School of Musicraft,Jessica Khoury
"In which book do children float through the air along with frogs, fish, and turtles?",242,The Mystwick School of Musicraft,Jessica Khoury
In which book is there a catnapping?,249,The Mystwick School of Musicraft,Jessica Khoury
In which book is a secret message spelled out in soup?,255,The Mystwick School of Musicraft,Jessica Khoury
In which book is a charm spell played on a glockenspiel?,261,The Mystwick School of Musicraft,Jessica Khoury
In which book is a fire illusion used to help two classmates escape capture during musical zombies?,266,The Mystwick School of Musicraft,Jessica Khoury
In which book does a student play one song as a final test to stay in the school?,295,The Mystwick School of Musicraft,Jessica Khoury
