In Which Book Questions,Page #,Title,Author
In which book does a character ask their brother to re-do their braids every day at outdoor break?,12,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character meet their half-brother for the first time at back to school night?,14,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book is Confidence a small stick figure that lives in the sliver between a character's brain and skull?,38,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character put a list in their shoe?,45,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character repeatedly forget to bring their pencil to class?,46,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does running as fast as a bolt of lightning help put to sleep emotions?,52,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone get an IEP evaluation?,58,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
"In which book does a character open and read mail that doesn't belong to them, but is about them?",65,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone attend Alcoholics Anonymous?,75,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone tell their boyfriend to get straightened out or leave?,81,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book did a character used to go to Millington Stables for riding lessons,88,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone take a small blue pill for their ADHD?,90,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
"In which book does a teacher use their ""big voice"" when they think they are saying something super wise?",95,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book is a character deducted points from their grade for every time they forget or lose their pencil?,99,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character describe their brain cracking?,110,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character visit a doctor who works in a big fancy building in downtown Madison?,114,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book is it stated that ADHD is often underdiagnosed in girls?,120,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character try to get rid of their badness and anger using AA's 12 steps?,124,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character state that their higher power is Confidence?,141,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book is a character handed a purple envelope with their name on it written in gold sparkly ink?,144,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character RSVP to a birthday sleepover without even knowing when the party is?,150,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character find it a relief to get a diagnosis of ADHD?,155,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character go to target to get a last minute birthday gift and a sleeping bag?,166,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character think taking Adderall (ADHD medication) will make them a good kid?,187,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character describe Sadness stretching through their shoulders?,204,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a Rubik Cube steal a character's brain?,205,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a mom shake their bangs in concentration?,216,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character feel like they are flying out of their body because of a medication they are taking?,219,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character think they will never be called delightful again by their mom?,225,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a character forget to do their science project written report?,237,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a doctor offer to call a person's teacher to advocate for them?,249,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone send a bunch of horse emojis in a text?,255,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a person make a list of all the people they have harmed?,257,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone's room look like a rainbow exploded in it?,262,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does NB mean Not Black and ENBY mean Non Binary?,267,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does someone apologise for breaking the dollhouse?,276,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book does a mom and a doctor help take 50 things off of a character's list?,285,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
In which book do we learn about sensory seeking behaviors?,289,Fifty-Four Things Wrong with Gwendolyn Rogers,Caela Carter
