Content Questions,Page #,Answer
"In The Mighty Heart of Sunny St. James, what does Quinn ask Sunny to do in the note she left for her after beach movie?",103,She asks her to join her and her mom on the boat for the dolpin photo shoot she is doing.
"In The Mighty Heart of Sunny St. James, what is written on the bottom of the page of the note Quinn wrote to Sunny asking her to go on boat for dolphin photo shoot?",103,Quinn leaves her phone number (so Sunny can text her and tell her whether she can go on boat).
"In The Mighty Heart of Sunny St. James, how does Sunny lie to Kate about the dolphin photo shoot boat trip?",107,"She doesn't actually tell her about boat, but simply says they are meeting to go swimming."
"In The Mighty Heart of Sunny St. James, what is the name of the dive boat Sunny goes on with Quinn and her mom for the dolphin shoot?",109,Adeline
"In The Mighty Heart of Sunny St. James, what is Quinn's mom's name?",112,Marisol
"In The Mighty Heart of Sunny St. James, what is Quinn's surprise for Sunny on dolphin shoot boat?",112,Sam Blanchard is also on the boat (and Quinn thinks he could be Sunny's first kiss).
"In The Mighty Heart of Sunny St. James, who was the first boy Margot kissed?",115,Sam Blanchard
"In The Mighty Heart of Sunny St. James, why does Sunny insist that Sam Blanchard cannot be her first kiss?",115,He can't be because he was Margot's first kiss.
"In The Mighty Heart of Sunny St. James, name at least two items Sunny packed in her bag to take on boat trip with Quinn?",116,"Possible answers include notebook, pens, (coconute flavored) lip balm, a lone flip flop, and a black lacy bra (that belongs to Kate)."
"In The Mighty Heart of Sunny St. James, what do Sunny and Quinn have in common with regards to their dads?",119,Both of their fathers died when they were very young (Quinn's dad dies of cancer before she was born and Sunny's dad died in a motorcycle accident when she was a baby).
"In The Mighty Heart of Sunny St. James, what does Sunny accidentally do to Sam on the boat during the dolphin photo shoot?",126,"She accidentally elbows him in the nose, causing it to bleed profusely (and it is later said it is broken)."
"In The Mighty Heart of Sunny St. James, what does Sunny give Sam to help with his bleeding nose?",127,She gives him the black lacy bra she brought in her bag (it's the only cloth like material she could find).
"In The Mighty Heart of Sunny St. James, what is Quinn's mom Marisol mad about on the dolphin photo shoot?",128,"She was getting great shots, but Sam's dad Nathan told her he had to take her back early so he could take Sam to the hospital for his broken nose."
"In The Mighty Heart of Sunny St. James, what is Sunny's full legal name?",135,Sunshine Kathryn St. James
"In The Mighty Heart of Sunny St. James, why does Lena say she gave Sunny her name and why she likes the sun?",135,She says the sun is powerful and life giving.
"In The Mighty Heart of Sunny St. James, what question does Sunny want answered by Lena before she will answer Lena's request to spend time with her?",137,She asks Lena what she knows about kissing boys.
"In The Mighty Heart of Sunny St. James, who does Lena reveal to Sunny was the first person she kissed?",142,Her (Sunny's) dad
"In The Mighty Heart of Sunny St. James, how old was Lena when she had her first kiss?",142,Almost 13
"In The Mighty Heart of Sunny St. James, how old was Lena when she met Sunny's dad, who she claimed to love at first sight?",142,She was 10 years old.
"In The Mighty Heart of Sunny St. James, what was happening while Lena had her first kiss with Sunny's Dad?",144,Fireworks were exploding in the sky.
"In The Mighty Heart of Sunny St. James, what activity does Lena offer to take Sunny to do for the first time?",147,Surfing
"In The Mighty Heart of Sunny St. James, where does Sunny hide the song she wrote about Lena after she saw her in the hospital?",152,She hid it in a book in the middle grade section of Kate's bookstore.
"In The Mighty Heart of Sunny St. James, what does Quinn want her mom to change about her job?",157,She wants her to do something that will allow them to stay in the same place for a while so she can establish friends and/or have a home and/or stay at the same school for a while.
"In The Mighty Heart of Sunny St. James, where does Quinn hope her Mom will take a job?",157,Possible answers include teaching at a college or an aquarium (she specifically mentions Port Hope Aquarium).
"In The Mighty Heart of Sunny St. James, what is the name of the largest whale shark on the Eastern Seaboard housed at the Port Hope Aquarium?",158,Juliette
"In The Mighty Heart of Sunny St. James, Quinn tells Sunny she doesn't remember things and thinks it could be contributed to what?",159,She did some research and thinks she doesn't remember things or have many childhood memories because she has never lived in a place long enough to make memories.
"In The Mighty Heart of Sunny St. James, what is the name of Quinn's close friend in Alaska?",161,Sadie
"In The Mighty Heart of Sunny St. James, when Lena takes Sunny surfing, how long does she say she has been sober?",171,"She says she has been sober for 3 years, 4 months and 18 days."
"In The Mighty Heart of Sunny St. James, what was Sunny's Dad's name?",174,Ethan
"In The Mighty Heart of Sunny St. James, what is Sunny referring to as ""pretty much the best meeting story ever""?",175,She is referring to how Quinn appeared right next to her in the ocean (like a magical mermaid).
"In The Mighty Heart of Sunny St. James, how did Lena reconnect with Ethan (Sunny's Dad) when she was 19 after several years apart?",176,She was recording her first album and Ethan was hired as a studio musician to play drums.
"In The Mighty Heart of Sunny St. James, why did Lena say the music scene wasn't good for her?",177,"Possible answers include parties, touring, unpredictable schedules and things that were bad for her or were hard for her to say ""no"" to (like drinking)."
"In The Mighty Heart of Sunny St. James, what is the line in the middle of a surf board called?",180,It is called the stringer.
"In The Mighty Heart of Sunny St. James, what is a concern Lena has about meeting Sunny that Sunny learns by stealing and reading her journal?",189,Possible answers include Sunny will reject her OR Kate won't even let them meet.
"In The Mighty Heart of Sunny St. James, what seems to be Sunny's biggest fear when it comes to both Lena and Quinn?",192-5,She is afraid they will leave her.
"In The Mighty Heart of Sunny St. James, on the day Sunny meets at the pool by the pier, where does she hid her new song?",197,She puts in in the mouth of a sculpture of a mother humpback whale with her calf (mother whale's mouth).
"In The Mighty Heart of Sunny St. James, on the day Quinn and Sunny meet at the pool by the pier, what does Quinn's swimsuit look like?",199,It is black with little yellow suns all over it.
"In The Mighty Heart of Sunny St. James, who did Quinn invite to join her and Sunny at the pool?",200,"Margot, former BFF"
"In The Mighty Heart of Sunny St. James, what comic book that Dave gave her does Sunny start reading at the pool to avoid awkward interaction with Margot?",201,She is reading Lumberjanes.
"In The Mighty Heart of Sunny St. James, what gifts does Lena bring to Sunny the day they are supposed to go clothes shopping together?",233,A bright blue surfboard with a yellow sun on it and a short-sleeved black rash guard (also with a sun on it)
"In The Mighty Heart of Sunny St. James, what do Quinn and Sunny agree is the first thing that usually happens when two people are going to kiss?",211,They say that people usually touch one another's face when they are going to kiss.
"In The Mighty Heart of Sunny St. James, what do Lena and Sunny actually do when they tell Kate they are going shopping?",236,They go surfing.
"In The Mighty Heart of Sunny St. James, what happens between Sunny and Lena that makes Sunny feel like there is a hummingbird fluttering around in her chest?",239,It is the first time she and her mom have held hands (that she remembers).
"In The Mighty Heart of Sunny St. James, why is Sunny hesitant about surfing the first time she is surfing with her own new board?",240,"It is stormy and she notices how rough the ocean looks, which makes her nervous."
"In The Mighty Heart of Sunny St. James, what type of injury does Sunny get while surfing on her new board in the storm?",246,She cuts her arm from her elbow to her wrist on a rock.
"In The Mighty Heart of Sunny St. James, who is waiting for Sunny at her house when she returns from surfing in the rain, and what do they want Sunny to do with them?",250-3,Quinn is waiting for her and wants to know if she wants to dye their hair together.
"In The Mighty Heart of Sunny St. James, which colors do Quinn and Sunny dye their hair?",253,"Quinn dyes her hair lavender, while Sunny dyes her hair aquamarine."
"In The Mighty Heart of Sunny St. James, after Kate essentially grounds Sunny when she lies about going surfing with Lena, gets hurt and dyes her hair, what surprising thing does Sunny see when she goes downstairs to talk to Kate?",281,She sees that Dave is with Kate and that they are kissing while sitting on the couch.
"In The Mighty Heart of Sunny St. James, how does Sunny feel after she sees Dave and Kate kissing?",282,Sunny is surprised she doesn't feel happy because she is afraid she is missing out (she feels lonely or left out).
"In The Mighty Heart of Sunny St. James, what happens to Sunny as she goes to her bedroom window Quinn is tapping?",284,She gets her feet tangled in her curtains and falls down.
"In The Mighty Heart of Sunny St. James, what happens when Sunny tries to kiss Quinn in bedroom the night Quinn comes to her window?",295,"Quinn pulls away, says she is sorry and then leaves Sunny's house."
"In The Mighty Heart of Sunny St. James, where does Sunny go in the middle of the night after Quinn leaves her house?",301,She leaves on bike from her house to find Lena's house so she can talk to her about all her feelings.
"In The Mighty Heart of Sunny St. James, who is Sunny surprised to meet when she finds Lena's house in the middle of the night?",303-4,"She meets a tall, thin man with brown skin and dark hair going in every direction who introduces himself as Janesh."
"In The Mighty Heart of Sunny St. James, what sound does Sunny hear inside Lena's house right after meeting Janesh outside?",305,She hears a baby crying.
"In The Mighty Heart of Sunny St. James, what information does Sunny gather by eavesdropping on and watching the conversation between Janesh and Lena?",309,"She learns that Janesh and Lena are married and they have a baby daughter named Samaira (and Janesh and Samaira are living with Lena in Port Hope, but Lena hadn't told her any of this information yet)."
"In The Mighty Heart of Sunny St. James, what does Quinn show Sunny when she stops by to visit her after she is home from the hospital because she had a panic attack?",326-9,"She shows Sunny the message in the bottle that Sunny dropped in the water with a poem written inside for the person who donated their heart to Sunny, as well as numerous other poems Sunny had written and Quinn had found."
"In The Mighty Heart of Sunny St. James, even though Sunny is sad after feeling rejected by both Lena and Quinn, name at least one way she is still recognizing beauty in her life.",335,"Possible answers include sitting on a surfboard in the calm water while the morning sun streaks the sky orange and pink, OR listening to Dave's super whiny songs and eating butterscotch pudding, OR dreaming about kissing and love and best friends, OR Kate's hand on her back, sure and steady."
"In The Mighty Heart of Sunny St. James, in addition to Quinn and girls, Sunny also reveals to Kate that she might like whom?",338,She admits she might like boys as well as girls.
"In The Mighty Heart of Sunny St. James, what does Sunny reveal to readers about Kate, even if she doesn't say it?",343,"Sunny realizes that Kate is her mom (even if she doesn't call her that, it is still true)."
"In The Mighty Heart of Sunny St. James, what does Lena say is obvious about Quinn?",350,"Lena says it is obvious that Sunny likes Quinn (and that Quinn likes her, too)."
"In The Mighty Heart of Sunny St. James, what does Lena tell Sunny in relation to her feelings about Quinn?",351,"Lena tells her that it is ok to like Quinn, to like anyone she wants to (despite what others think)."
"In The Mighty Heart of Sunny St. James, what surprising request does Sunny make to Kate when they are driving home from meeting up with Lena the first time after learning about Janesh and Samaira?",355,"She asks Kate to stop at Margot's and she leaves a poem for her, essentially as a goodbye."
"In The Mighty Heart of Sunny St. James, what does Sunny finally do while Dave is singing the whiny kissing song to her?",360,Sunny finally reads the letter Quinn left for her.
"TWO PARTS: In The Mighty Heart of Sunny St. James, name two things Quinn says to Sunny in her letter?",360,"Possible answers include the following: She is sorry, she is scared that someone might actually like her back, she might have to move away, Sunny might like someone else better (including boys), people might make fun of them, she wonders if they can be scared together (because she wants to be brave like Sunny), she asks her to meet her at the 4th of July bonfire, says they can still be BFFS no matter what, and that her mom got a job at the aquarium."
