In Which Book Questions,Page #,Title,Author
In Which Book Does the main character find out she is half monster?,140,The Serpent's Secret,Sayantani DasGupta
"In which book , a character vomits out two enormous spheres",147,The Serpents Secret ,Sayantani Dasgupta
"In which book, is there a silver sphere which smelled like ""cotton and honey""",147,The Serpents Secret ,Sayantani Dasgupta
In Which Book Does a character have a moving map?,162,The Serpent's Secret,Sayantani DasGupta
"In which book, is there a demonologist named KP Das",167,The Serpents Secret ,Sayantani Dasgupta
"In which book, is there a river called Jogai",169,The Serpents Secret ,Sayantani Dasgupta
"In which book , does a character refer to pepsi as ""pek-pek""",172,The Serpents Secret ,Sayantani Dasgupta
In Which Book Are there demon groupies?,177,The Serpent's Secret,Sayantani DasGupta
"In which book , there are demoness fangirls named ""Neelkamalas""",178,The Serpents Secret ,Sayantani Dasgupta
In Which Book Do they travel to the Mountain of Illusions?,194,The Serpent's Secret,Sayantani DasGupta
"In Which Book Does a bird sing, "these snakes are alive, in your basket they thrive, bring me one or two, and I'll beat them black and blue"" ?",197,The Serpent's Secret,Sayantani DasGupta
"In which book , does a character jump on pythons tail to save her friend ",200,The Serpents Secret ,Sayantani Dasgupta
In Which Book Does the main character have a 7 headed snake for a brother?,210,The Serpent's Secret,Sayantani DasGupta
"In which book , does a character wear a crown made of serpents teeth",212,The Serpents Secret ,Sayantani Dasgupta
"In which book, is there place called ""palace of desires""",212,The Serpents Secret ,Sayantani Dasgupta
"In which book , does the father remind his daughter to thank him for saving her life from drudgery and giving birth to her inner glory",216,The Serpents Secret ,Sayantani Dasgupta
"In which book , the banyan tree shadow is trapped in a purple bottle",218,The Serpents Secret ,Sayantani Dasgupta
"In which book , the snakes are drowned by lake water",219,The Serpents Secret ,Sayantani Dasgupta
"In which book , does a character give CPR to a bird",223,The Serpents Secret ,Sayantani Dasgupta
In Which Book Does a bird come back to life after drowning?,224,The Serpent's Secret,Sayantani DasGupta
"In which book, is there a map that moves(changes) over time ",226,The Serpents Secret ,Sayantani Dasgupta
In Which Book Do characters journey to the Maya Mountains?,227,The Serpent's Secret,Sayantani DasGupta
"In which book, is there a sea named ""Ruby Red""",228,The Serpents Secret ,Sayantani Dasgupta
"In which book , the character says ""you have to face your shadow self but not get pulled into darkness""",229,The Serpents Secret ,Sayantani Dasgupta
"In which book, is there a no-fly zone for Helicocrocs",230,The Serpents Secret ,Sayantani Dasgupta
"In which book , the character watches Shady Sadie the science lady show ",231,The Serpents Secret ,Sayantani Dasgupta
"In which book , the characters use ""Peocock Barge"" to cross a sea",232,The Serpents Secret ,Sayantani Dasgupta
"In which book , does someone snack on a lawn mower",238,The Serpents Secret ,Sayantani Dasgupta
"In which book , there are ferocious creatures called Khokkosh",242,The Serpents Secret ,Sayantani Dasgupta
"In which book , there are creatures that look like a cross between giant rabbits and enormous bats",242,The Serpents Secret ,Sayantani Dasgupta
In Which Book Is a character's grandma called Ai-Ma,253,The Serpent's Secret,Sayantani DasGupta
In Which Book Does a boys grandma ask her grandson to pull out her gray hairs?,254,The Serpent's Secret,Sayantani DasGupta
"In Which Book Do they sing, "Good flesh, warm flesh, toasted nice and sweet! We'll suck their marrow, chew their bones, and curry up their feet"?",257,The Serpent's Secret,Sayantani DasGupta
"In which book, is there a gift shop where you can get complimentary tooth pick",259,The Serpents Secret ,Sayantani Dasgupta
"In which book, is there a place called ""Bloodthirsty state""",259,The Serpents Secret ,Sayantani Dasgupta
"In which book, is there a state song called ""Meat, glorious Meat""",259,The Serpents Secret ,Sayantani Dasgupta
"In which book , there are bushes with pola-dot magenta and orange leaves ",261,The Serpents Secret ,Sayantani Dasgupta
"In Which Book Are there 6 phases of a star cycle (nebula, star, red giant, white dwarf, supernova, black hole)?",276,The Serpent's Secret,Sayantani DasGupta
In Which Book Is there a sign that includes: "Take a tour of the world's hallucination and star factory",294,The Serpent's Secret,Sayantani DasGupta
In Which Book Is there a peacock barge?,318,The Serpent's Secret,Sayantani DasGupta
In Which Book Does a giant python guard a python jewel?,"193,194",The Serpent's Secret,Sayantani DasGupta
