Content Questions,Page #,Answer
"In Starfish, What does Eliana hold in front of her stomach during her therapy sessions?",173,a pillow
"In Starfish, What does Eliana destroy by taking it apart and putting dog poo on it?",182,a scale
"In Starfish, what does Catalina's mom make Ellie for dinner that she says is her favorite?",186,chicken enchiladas
"In Starfish, What does Eliana's dad make in the smoker during Hanukkah?",188,a brisket
"In Starfish, what does Catalina give Ellie for ""Christmakkuh""?",190,mirror
"In Starfish, What does Catalina give Eliana for Christmas?",190,a mirror
"In Starfish, What does Eliana write with her finger on the fogged up window of the car?",198,"Just.Say,It"
"In Starfish, What surgery does Eliana's mom want Eliana to have?",199,bariatric surgery
"In Starfish, how tall is Dr. Vasquez?",215,6 foot 4 (or 6 4)
"In Starfish, What is the last name of the doctor who says that most people call her ""Dr. V""?",215,Vasquez
"In Starfish, Who gets lost because they were chasing a squirrel?",219,Gigi
"In Starfish, When GiGi is missing, Ellie gets a five-word text message. What does it say?",222,Have your dog. Come alone.
"In Starfish, What color is Viv's hair when she says that she will visit Eliana during spring break?",241,sunshine yellow with orange stripes
"In Starfish, What is better than one cannonball?",243,three cannonballs
"In Starfish, What does Eliana compare Catalina to when she cannonballs?",243,a newborn duckling
"In Starfish, What is the last name of Ellie's English teacher?","105, 107, etc.",Boardman
"In Starfish, [Two Parts] Ellie's dad books a trip to see fall foliage. To what two U.S. States does Ellie mention they will travel?",108-109,ANY TWO: Vermont; New Hampshire; New York
"In Starfish, [Two Parts] What are the first names of Catalina's sisters?","75, 226",Natalia [or Nat] AND Isabella [or Izzy]
"In Starfish, What is the first name of Ellie's father?","96, 131",Phillip
"In Starfish, In what city and state does Lisa Fipps live?",Author Bio,"Kokomo, Indiana"
