In Which Book Questions,Page #,Title,Author
In which book did a 7 foot tall woman make a special tea to make someone feel better?,206,Circus Mirandus,Cassie Beasley
In which book did a character call a doctor and try to explain that someone was both dying and going to the movies against the doctor's orders?,218,Circus Mirandus,Cassie Beasley
In which book could a boy put memories into a bit of leather?,223,Circus Mirandus,Cassie Beasley
In which book did a special tea allow a boy's grandpa to enjoy one more night with his grandson?,236,Circus Mirandus,Cassie Beasley
In which book does a boy soar up in the air attached to a big gorilla balloon?,247,Circus Mirandus,Cassie Beasley
"In which book does someone say, ""Once in a while, it's good to be ridiculous and amazing""?",262,Circus Mirandus,Cassie Beasley
In which book did a person want to wrap up all the important things his loved one said into boxes and keep them forever?,262,Circus Mirandus,Cassie Beasley
In which book is a bootlace used by someone to gain the public's support?,273,Circus Mirandus,Cassie Beasley
"In which book is a boy given a postscript message, ""Don't look down"" that was supposed to have been cut out?",277,Circus Mirandus,Cassie Beasley
In which book did a great aunt make a boy feel like an ugly piece of furniture that she never wanted in the first place?,283,Circus Mirandus,Cassie Beasley
In which book does a grandfather save his miracle for his grandson?,288,Circus Mirandus,Cassie Beasley
In which book does a boy receive a letter from his friend ten miniutes after arriving to his new home?,290,Circus Mirandus,Cassie Beasley
