In Which Book Questions,Page #,Title,Author
In which book does a Library have a secret passage way?,52,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book are there talking rag dolls?,65,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book did a grandmother try to make a love potion?,67,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book was a royal family put under house arrest?,81,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a princess travel by canoe,95,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book is there an elaborate treehouse?,101,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a magical shawl let the wearer predict the future?,62,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a girl become Prince Regent?,189,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does kingdomw unite to form an alliance?,180,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book do two characters get carried away by a whirlwind?,182,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book do characters put love potions on household items?,179,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a bird and a doll provide a distraction?,167,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a character use a large banana leaf as an umbrella?,148,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a cave have a natural rockslide 10 stories high?,143,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does the characters navigate a labyrinth of caves?,136,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book are characters chased down a river by guards?,132,Solimar The Sword of the Monarchs,Pam Munoz Ryan
"In which book does a character avoid the sun, to hide a power?",71,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a character find a note in a sandwich?,175,Solimar The Sword of the Monarchs,Pam Munoz Ryan
In which book does a magical shawl save a charater from falling off a chair?,30,Solimar The Sword of the Monarchs,Pam Munoz Ryan
