In Which Book Questions,Page #,Title,Author
In which book does a character get tossed into a quarry by his cousins? ,94,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a family make roast pig for a labor day BBQ?,102,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character give half of their earnings to their mother?,114,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which bookdoes a character get the opportunity to visit an artist's studio?,123,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
"In which book does a charcer say they were ""bored stiff"" on a visit to the Philidelphia Museum of Art?",123,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book is a character planning to attend a vocaional high school?,128,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a charcaacter realize their dream of having an art exhibition in the Philadelphia Museum of Art?,129,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character briefly work at a florist shop delivering flowers?,133,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character grow up in a neighborhood called Germantown?,135,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
"In which book does a character describe their city as ""hot as fire""?",3,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does the main character live on East Earlham Street as a child?,4,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book do families make hand-cranked homemade ice cream?,4,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does someone have a neighbor named Miss Sadie?,4,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character like to climb a gas lamp post outside of their grandparents' living room window?,6,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character get their palm struck with a ruler when they accidentally reversed their numbers?,7,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a game of tag involve a cemetary and a chicken coop?,8,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character make their way through a forest of laundry on the clothesline in their yard?,10,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character have a nickname and no middlename?,13,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a house have a narrow hallway stacked high with wooden crates of fruits and vegetables?,15,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character keep pencils in an empty mayonnaise jar?,17,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book is there an abandoned car near a train station?,19,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character imagine a circus on their dad's workbench?,25,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character have a pink piano painted the same color as their living room? ,29,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character learn about current events through short news clips shown at the movies?,32,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book do the words of an English test appear to be swimming in murky water?,51,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book do characters ride their bikes to Benjamin Franklin Bridge?,"60, 67",Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character get anxious when they see a red police car?,73,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character spend time at Chicken Bone Beach?,79,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book are two beaches seperated by Steel Pier?,81,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character take boxing lessons at the Police Athletic League?,", 93",Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
"In which book does a character swim in a quarry, despite being warned not to?",94,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character rescue baby chicks from a crawl space under a house after the electricity goes out?,101,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character wear a money changer around their waist as part of their job?,109,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book is someone tasked with selling twenty newspapers?,109,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character pencil in the folds and patterns of decorative wedding gowns?,118,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a nickel feel like gold?,119,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character meet a comic book artist named John Liney?,120,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character help make brightly colored hex signs to hang on houses and barns?,125,Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
In which book does a character attend Murrell Dobbins Vocation High School?,"128, 131",Just Jerry: How Drawing Shaped My Life,Jerry Pinkney
