Content Questions,Page #,Answer
"In A Time Traveler's Theory of Relativity, Two parts: Name 2 things Finn finds in the black trash bag on the stairs of Gran's basement?",53,"overnight bag, mother's wallet and purse, clothing, and his mother's phone."
"In A Time Traveler's Theory of Relativity, Who did Finn's mother make the portal for?",64,Faith
"In A Time Traveler's Theory of Relativity, Where is the tree portal located?",66,the top of Dorset Peak
"In A Time Traveler's Theory of Relativity, What did Finn find written on the back of Gran's shopping list? Be specific",72,"""I was wrong. Don't trust anyone"""
"In A Time Traveler's Theory of Relativity, Finn found a picture of the quarry  in his dad's office. Who was in it?",104,Faith and Finn
"In A Time Traveler's Theory of Relativity, Which aunt showed up at Finn's bedroom window demanding that he come with her?",113,Aunt Ev
"In A Time Traveler's Theory of Relativity, What did Aunt Ev give Finn for good luck?",124,Her grounding stone
"In A Time Traveler's Theory of Relativity, Two part Question: What two items did Aunt Ev pick up in 1982?",127,leg warmers and a calculator wrist watch
"In A Time Traveler's Theory of Relativity, Who was in charge of the ISTA?",155,Gran
"In A Time Traveler's Theory of Relativity, What does the secret society ISTA protect? ",155,the timeline
"In A Time Traveler's Theory of Relativity, What does it mean when a person's initial shimmers?",155,they are too close to the traveling version
"In A Time Traveler's Theory of Relativity, How long did Gabi set her alarm for as a notification that it was time for them to turn around on the trail?",167,10 minutes
"In A Time Traveler's Theory of Relativity, What were Finn and Gabi looking for inside of the cabin?",177,hunter's cabin
"In A Time Traveler's Theory of Relativity, Where had Gran said the tree was located?",191,on the summit
"In A Time Traveler's Theory of Relativity, What does Gabi rip up in order to make a bandage for the blisters on her foot?",193,her shirt
"In A Time Traveler's Theory of Relativity, Who found Gabi and Finn on the mountain?",194,Mr. Wells
"In A Time Traveler's Theory of Relativity, Who was in the tree?",200,Finn's mom
"In A Time Traveler's Theory of Relativity, What year did Finn enter into when he traveled into the tree?",204,1878
"In A Time Traveler's Theory of Relativity, Finn's mother is the only one who has what kind of imprint?",208,prime imprint
"In A Time Traveler's Theory of Relativity, What does Finn's mother want Finn to do when he goes back to the day Faith was kidnapped?",215,To take his sister before the ISTA does
"In A Time Traveler's Theory of Relativity, What did Finn's mother give Finn so he could get back to the tree?",218,a skeleton key ring
"In A Time Traveler's Theory of Relativity, What does Finn's mother say will happen if he doesn't go back and take Faith before the kidnapper's do?",221,Faith will kill Finn and Finn's mother
"In A Time Traveler's Theory of Relativity, What was Faith wanting from Finn when she threatened to kill Gabi?",227,To show her how to use the tree
"In A Time Traveler's Theory of Relativity, What reason does Doc give for stealing Faith away at the Quarry?",286,He wanted to change the timeline and train Faith to do good so she would become a good person
"In A Time Traveler's Theory of Relativity, Who is going to run ISTA now that Gran is gone?",326,Aunt Ev and Finn's Dad
"In A Time Traveler's Theory of Relativity, Who does Gran hope will eventually take over ISTA?",326,Finn
"In A Time Traveler's Theory of Relativity, Where did Gabi and Finn's Mother's actually meet?",329,New York
"In A Time Traveler's Theory of Relativity, What's the name of the mail carrier?",2,Mr Booth
"In A Time Traveler's Theory of Relativity, How old was Finn's sister, Faith, when she died in the quarry?",4,Three
"In A Time Traveler's Theory of Relativity, How many books does Finn take to his Gran's house?",5,Five
"In A Time Traveler's Theory of Relativity, How old is Finn turning on his birthday?",7,Thirteen
"In A Time Traveler's Theory of Relativity, Who has Gran been dating for over 2 years?",13,Doc Lovell (Will)
"In A Time Traveler's Theory of Relativity, Which insect can turn its head 180 degrees?",15,Praying mantis
"In A Time Traveler's Theory of Relativity, What's the derogatory term used for outsiders or newcomers to Vermont?",19,Flatlander
"In A Time Traveler's Theory of Relativity, Where did Gabi live before she moved to Dorset?",20,New York
"In A Time Traveler's Theory of Relativity, What's the name of the kid at the pool who is mean to Finn and calls him a freak?",26,Sebastian Connors
"In A Time Traveler's Theory of Relativity, What's the name of the kid who tells Sebastian that Finn's sister was the one who drowned?",27,Troy Sprague
"In A Time Traveler's Theory of Relativity, What are the names of Gran's two sisters?",43,Billie and Ev (Evelyn)
"In A Time Traveler's Theory of Relativity, Where does Finn find a bag of his Mom's important things?",54,Gran's basement 
"In A Time Traveler's Theory of Relativity, What is Finn's Dad's first name?",92,James
"In A Time Traveler's Theory of Relativity, In which state does the story take place?",93,Vermont
"In A Time Traveler's Theory of Relativity, Who does Gran say was in love with Grandpa Jack back when they were young?",100,Aunt Billie
"In A Time Traveler's Theory of Relativity, What's the name used for hikers who have a checklist of mountains they want to conquer?",103,Peakbagger
"In A Time Traveler's Theory of Relativity, What time do Finn and Gabi plan to meet to start their journey to Dorset peak?",106,4:00 AM
"In A Time Traveler's Theory of Relativity, What did Aunt Ev say she picked up in 1982 along with a pair of leg warmers?",127,A giant watch
"In A Time Traveler's Theory of Relativity, Who is head of the Dorset Historical Society?",131,Mrs Allen
"In A Time Traveler's Theory of Relativity, Why can't Finn travel like his Mom and Gran?",133,He's a boy and only females in the family can travel.
"In A Time Traveler's Theory of Relativity, What is the name of Dorset's only lawyer",135,Mr Abernathy
"In A Time Traveler's Theory of Relativity, Who is the leader of ITSA?",135,Finn's Gran
"In A Time Traveler's Theory of Relativity, What is Gran'a first name?",140,Beth
"In A Time Traveler's Theory of Relativity, What's the name of Gabi's brother who died?",148,Xavier
"In A Time Traveler's Theory of Relativity, Who do Finn and Gabi see when they are climbing the trail to Dorset Peak?",194,Mr Wells/ Ray Wells
"In A Time Traveler's Theory of Relativity, Who was waiting for FInn when he traveled though the tree?",204,His Mom
"In A Time Traveler's Theory of Relativity, Which year were Finn and his Mom in when Finn traveled through the tree?",204,1878
"In A Time Traveler's Theory of Relativity, What are imprints?",208,Alternate timelines travelers have experienced and can remember
"In A Time Traveler's Theory of Relativity, Which traveler can go back and forth in time without limitations or side effects?",209,"Finn's sister, Faith"
"In A Time Traveler's Theory of Relativity, What is Finn's Mom's first name?",286,Liz
"In A Time Traveler's Theory of Relativity, What color was the bag Gabi was cocooned in by the rescue worker?",293,Orange
