Content Questions,Page #,Answer
"In the book Leonard (My Life as a Cat), what color is Leonard's beach towel?",182,green
"In the book Leonard (My Life as a Cat), what type of vehicle does Q drive to Yellowstone?",183,a Winnebago (or motor home or RV)
"In the book Leonard (My Life as a Cat), who did Q buy his Winnebago from?",183,Big Rick
"In the book Leonard (My Life as a Cat), what types of instrument does Q play?",188,ukelele
"In the book Leonard (My Life as a Cat), what does Olive carry in the pocket of her overalls?",204-205,a picture (or photo) of her Dad
"In the book Leonard (My Life as a Cat), Olive awards Leonard which badge? Be specific.",206,the Yellowstone Badge
"In the book Leonard (My Life as a Cat), what is the name of the geyser at Yellowstone that will catapult Leonard into the air?",210,Old Faithful
"In the book Leonard (My Life as a Cat), what type of animal snatches Leonard's raincoat from Olive's arms?",213,an owl 
"In the book Leonard (My Life as a Cat), what color does Olive paint her bedroom in Maine?",241,yellow
"In the book Leonard (My Life as a Cat), what does Olive's mom always make for Christmas breakfast?",241,pancakes
"In the book Leonard (My Life as a Cat), what does Olive give Leonard for Christmas?",244,an umbrella
In Leonard (My Life as a Cat): What two things does Leonard say Olive smells like?,2,cinnamon toast and raspberry shampoo
In Leonard (My Life as a Cat): What is Leonard's last meal as a cat?,3,trout-flavored crunchies
In Leonard (My Life as a Cat): What Earth creature did Leonard hope to be?,6,national park ranger
In Leonard (My Life as a Cat): What words had Leonard dreamed of saying as a human?,9,"tangerine, Yellowstone, soul"
In Leonard (My Life as a Cat): What is the first rule of space travel?,9,never get distracted
In Leonard (My Life as a Cat): How does Leonard's species communicate?,18,telepathically
In Leonard (My Life as a Cat): On which date would Leonard's species pick him up from Earth?,23,July 21st
In Leonard (My Life as a Cat): What is a group of cats called?,25,clowder
In Leonard (My Life as a Cat): What family member does Olive name Leonard after?,30,great-grandpa
In Leonard (My Life as a Cat): what city and state does Leonard arrive to when he comes to Earth?,35,"Turtle Bay, South Carolina"
In Leonard (My Life as a Cat): What is the name of Norma's dog?,40,Stanley
"In Leonard (My Life as a Cat): Where did Norma, Olive, and Leonard travel to by bus?",46,Aquarium
In Leonard (My Life as a Cat):  What flavor of ice cream does Q tell Olive not to try?,56,Clam
In Leonard (My Life as a Cat):  What are the the names of the 2 sharks at the aquarium?,57,Steve and Martin
In Leonard (My Life as a Cat): What human expression took on new meaning for Leonard when he visited the aquarium?,60,Curiousity killed the cat.
In Leonard (My Life as a Cat): What animal did Leonard believe was the most intelligent and should be running the world?,66,dolphin
In Leonard (My Life as a Cat): Which character signs Olive up for Girl Scouts?,76,Frank
In Leonard (My Life as a Cat): What color collar does Q purchase for Leonard?,80,black
In Leonard (My Life as a Cat): What color crayon does Leonard choose for his message to Olive?,87,raw sienna
In Leonard (My Life as a Cat): What word does Leonard write in his first communication to Olive?,88,Alien
In Leonard (My Life as a Cat):What material is Leonard's home planet made of?,105,helium
In Leonard (My Life as a Cat): What does Leonard's drawing of his species remind Olive of?,106,moon jellyfish
In Leonard (My Life as a Cat): What human item does Leonard ask for?,109,raincoat
"In Leonard (My Life as a Cat): Acoording to Google Maps, how far is Turtle Beach from Yellowstone?",112,34 hours
In Leonard (My Life as a Cat): How long as Q worked at the aquariam?,114,20 years
In Leonard (My Life as a Cat): What movie does Olive sneak Leonard into in the bib of her overalls?,128,The Wizard of Oz
In Leonard (My Life as a Cat): How many penguins live in the colony at the aquarium?,140,Twelve
In Leonard (My Life as a Cat): What are two board games that Leonard learned to play?,147,"Monopoly, Chess, Battleship, Hungry Hungry Hippos"
In Leonard (My Life as a Cat): What are two types of cheese that Olive bought at the grocery store to make Cheese Sandwiches?,156,"Cheddar, Swiss, Brie, Gouda, American, Goat, Muenster, String"
In Leonard (My Life as a Cat): How many Cheese Sandwiches do Olive and Leonard make?,157,25
"In Leonard (My Life as a Cat): What did Q refer to as the ""world's greatest spectator sport?""",168,turtle hatching
In Leonard (My Life as a Cat): What gift did Leonard leave for Olive so that she would remember him?,182,blue pebble
In Leonard (My Life as a Cat): What color is the stripe on the Winnebago?,182,green
In Leonard (My Life as a Cat): What badge did Olive present to Leonard for bravery and resilience and for excellent penguin communication?,206,Yellowstone Badge
In Leonard (My Life as a Cat): Where in Yellowstone National park must Leonard go to get back into space?,210,Old Faithful
In Leonard (My Life as a Cat): What does a fisherman mistake Leonard for as he travels toward Old Faithful?,227,Baby bear
In Leonard (My Life as a Cat): What illness does the Park Ranger worry that Leonard may have?,232,rabies
In Leonard (My Lif as a Cat): What name is Olive allowed to call Norma at the end of the book?,244,Gran
