book_key,question_type,page,text,answer,author_name,book_title,source_name
dragon-hoops,content,53,What does YMCA stand for?,Young Men's Christian Association,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,66,What does the author write to illustrate the sound of dibbling?,Paa or Paa Paa,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,67,How tall is Paris?,"5 feet 10 inches, 5'10""",Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,67,How tall is Ivan?,"6 feet 10 inches, 6'10""",Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,70,Who is number 24 on the team?,Jeevin Sandhu,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,84,How many total players are on the O'Dowd Basketball team?,14,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,149,What is the first and last name of the team videographer?,Zach Hile,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,165,"A week after the Gorman game, who quits the team and transfers out of O'Dowd?",Weston Bell,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,187,Where did Oderah Chidom's father grow up?,Nigeria,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,209,When flying to Orlando who is the only player on the team who gets stopped by security?,Jeevin,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,215,Who are the first names of the only two freshman on the O'Dowd mens basketball team?,Elijah and Naseem,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,256,What city did Jeevin grow up in?,Union City,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,274,What is the first name of the player who twisted their ankle and could not play in the game vs. the Waynesville Tigers?,Austin,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,298,How old was Yao Ming when he got drafted by the Houston Rockets?,23,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,326,On what date did the O'Dowd Dragons have their first postseason match? Be specific.,"February 27, 2015",Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,351,At what game did Austin from the O'Dowd Dragons sprain his ankle?,against the US Sacramento Dragons,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,354,What are the first names of the two librarians at O'Dowd high school? (Two-part Question),Gennie and Annette,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,377,What team are the proud owners of 11 State Championship trophies?,The Mater Dei Monarchs,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,378,What college was the Men's California State Championship held?,U.C. Berkeley or Berkeley,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,382,How many years has Zhou known Coach Lou?,2,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,402,"At the 2015 State Championships at 42 seconds left in the fourth quarter, who was ahead and by how many points? (Two-part Question)",Mater Dei Monarchs 4 points or Monarchs 4 points,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,425,"What is the first and last name of ""the kid who always knows who he is, who's always at home""?",Austin Walker,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,content,432,What comic does DC Comics offer Mr. Yang to take over?,Superman,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,1,Are chapters titled after character's names?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,3,"is a characters nickname ""Stick"" in Juniot High?",,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,3,does a character claim they always get hurt or jam their fingers when playing a certain game?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,3,"Does a junior high student get a nickname for being ""really, really skinny""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,4,In which book...does a character start drawing and writing graphic novels after graduating college?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,5,does a character teach high school at Bishop O'Dowd High School in Oaklanld California?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,10,is there a road running down the middle of a campus separating the classrooms from the gym?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,17,"Was a character nicknamed ""Sue Ellen""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,19,is Mars Blackmon a character from the air Jordan commercials?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,25,does a character wear black Air Jordan shoes instead of white converse shoes like everyone else?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,28,does a characters mom make their child go to private school instead of public school like they wanted?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,49,"does a character say ""2015 is finally our year""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,53,"does a character say to himself, ""You have to know your past if you want to create a future""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,60,"does a character say ""No tackling, I said!""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,88,do protests erupt in cities all over the nation proclaiming black lives matter and to end police brutality?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,126,In which book...does a character insist on finishing the game even though they had a fractured vertebrae?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,143,does a character ask someone to fix their hairline?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,149,"does a character say ""helluva""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,155,"does a character say ""fewest mistakes wins""?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,169,"does a 23 year old begin a job in Northampton, Massachusetts?",,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,171,does a character drop out of a music school due to health issues?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,191,does a character make fun of the size of his sister's feet?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,204,is school canceled for the rest of the week due to a storm?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,212,does a team travel to Orlando to play even though there is a huge storm?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,213,does a character joke about being scared of flying?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,215,is a bus said to be dead silent?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,218,do players play in the ESPN High School Showcase?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,249,in which book does Shaquille O'Neal pay for a funeral?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,,are rituals practiced before playing?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,44,is a character's career ended due to a hamstring injury?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,55,did men not want to do calisthenics in the 1800's?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,88,is a African American shot by a white police officer in Ferguson Missouri?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,262,is a character known to be the first to offer a fist bump?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,269,is a character seen in a wheelchair by the gym entance?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,305,does a character have to kiss a donkey's rear end?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,318,In which book ..are a character's front teeth broken?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,344,did a character used to race people in the streets for money?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,346,did a character work customer care for an internet service provider?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,351,does a character have to sit out on a month of games after twisting their ankle?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,364,is a teacher put on administrative leave for molesting a student?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,377,has a team won eight state championship games?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,403,"does a character say ""a story is worth telling, no matter the final score?""",,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,419,is a state championship won for the first time in overtime?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,425,do characters take their last step off the court?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,429,are teams invited to meet Kevin Johnson?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,429,does a character earn a Political Science degree from Berkeley?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,431,were practices held at 6:15 am?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,431,does a coach wake up early to take another character to school?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
dragon-hoops,in-which-book,432,did the main character work at the same place for 17 years?,,Gene Luen Yang,Dragon Hoops,OBOB.dog Community
dragon-hoops,in-which-book,433,is a coach worried about one of the players not being able to afford their lunch?,,Gene Luen Yang,Dragon Hoops,OBOB Parent Group
