Content Questions,Page #,Answer
"In Twins by Varian Johnson and Shannon Wright, what color are the Cadet Corps uniforms? (Be specific.)",12,olive green
"(2 PARTS) In Twins by Varian Johnson and Shannon Wright, name two of the three friends who dressed alike for the first day of school.",13,"Nikki, Tasha, Monique"
"In Twins by Varian Johnson and Shannon Wright, what is the name of the twins' advisory teacher?",17,Ms. Barbosa
"In Twins by Varian Johnson and Shannon Wright, where is the ""No-Man's-Land"" where Maureen eats lunch on the first day of school?",25,the library
"In Twins by Varian Johnson and Shannon Wright, what is the name of the Cadet Corp instructor?",26,Master Sergeant Lucinda Fields
"In Twins by Varian Johnson and Shannon Wright, what is the full name of Maureen's Cadet Corp class leader?",27,Bryce Jackson
"In Twins by Varian Johnson and Shannon Wright, what was Francine's favorite class after the first day?",30,chorus
"In Twins by Varian Johnson and Shannon Wright, how much older is Francine than Maureen?",36,2 minutes
"In Twins by Varian Johnson and Shannon Wright, what is the name of Francine and Maureen's half brother?",40,Curtis
"In Twins by Varian Johnson and Shannon Wright, what is Francine and Maureen's brother's job?",41,first grade teacher
"In Twins by Varian Johnson and Shannon Wright, what does Dad call Monique?",50,"""the fifth gear"""
"In Twins by Varian Johnson and Shannon Wright, what does Master Seargent Fields tell Maureen she is ""sorely lacking"" in?",60,self-confidence
"In Twins by Varian Johnson and Shannon Wright, who asked Mom and Dad to put them in separate classes?",69,Francine
"In Twins by Varian Johnson and Shannon Wright, what student council position does Francine suggest Maureen run for?",75,Treasurer
"In Twins by Varian Johnson and Shannon Wright, which store will they never shop at again?",92,Mercy Danger
"In Twins by Varian Johnson and Shannon Wright, what school do the twins go to?",97,O'Connor Middle School
"In Twins by Varian Johnson and Shannon Wright, what does the twins' parents decide to give them since they had been mature about their schedules?",105,cell phones
"In Twins by Varian Johnson and Shannon Wright, how does the twins' dad decide which twin gets to stay in their own room?",116,with a coin flip
"In Twins by Varian Johnson and Shannon Wright, what is the name of the 7th grade president?",130,Rhonda
"In Twins by Varian Johnson and Shannon Wright, which twin has a 6th grade/7th grade ""Buddy System"" as her campaign platform?",132,Maureen
"(2 PARTS) In Twins by Varian Johnson and Shannon Wright, who is on Maureen's campaign committee?",133,Amber and Richard
"In Twins by Varian Johnson and Shannon Wright, what does Maureen wear for her campaign poster photo?",139,her Cadet Corps uniform
"In Twins by Varian Johnson and Shannon Wright, what happens to Maureen just before she goes on stage to read her winning Earth Day essay?",151,Maureen
"In Twins by Varian Johnson and Shannon Wright, which twin wins the Earth Day essay contest?",152,She threw up.
"In Twins by Varian Johnson and Shannon Wright, which twin reads the winning Earth Day essay in front of the school?",154,Francine
"In Twins by Varian Johnson and Shannon Wright, what is the promise to Maureen that Francine broke?",154,Not to tell anyone that she (Francine) had read the essay instead of Maureen.
"In Twins by Varian Johnson and Shannon Wright, who teases Maureen about her friendship with Amber and Richard?",171,Curtis (her brother)
"In Twins by Varian Johnson and Shannon Wright, who hopes to be promoted to squad leader?","183, 187",Amber
"In Twins by Varian Johnson and Shannon Wright, what does Amber do to help Richard pay attention in class?",198,She took his sketchbook away.
"In Twins by Varian Johnson and Shannon Wright, which of the twins' mutual friends is on Francine's campaign committee?",200,Monique
"In Twins by Varian Johnson and Shannon Wright, what does Maureen discover Francine has been doing after school without her?",206,Tutoring
"In Twins by Varian Johnson and Shannon Wright, what does Maureen wear for her election speech?",226,her Cadet Corps uniform
"In Twins by Varian Johnson and Shannon Wright, what does Francine whisper to Maureen at the start of her election speech?",232,"""You got this."""
"In Twins by Varian Johnson and Shannon Wright, who wins the election?",238,Francine
"In Twins by Varian Johnson and Shannon Wright, how many friends (including Maureen and Francine) go to the dance together?",242,seven
"In Twins by Varian Johnson and Shannon Wright, how many pushups has Amber made Richard do, after only one month as squad leader?",245,sixty
"In Twins by Varian Johnson and Shannon Wright, who is Maureen's 7th grade buddy?",246,Bryce Jackson
"In Twins by Varian Johnson and Shannon Wright, who does Maureen dance with first at the dance?",247,Francine
