In Which Book Questions,Page #,Title,Author
In which book does a family eat at a Buffett restaurant to celebrate someone getting an A on an exam?,110,J.D. and the Great Barber Battle,J. Dillard
In which book does someone say “That Victor Newman is still so smooth.”?,120,J.D. and the Great Barber Battle,J. Dillard
In which book do characters burn cookies and cupcakes made for a Sunday School Bake Sale?,124,J.D. and the Great Barber Battle,J. Dillard
In which book does someone wish their hair looked like Steph Curry or Patrick Mahomes?,9,J.D. and the Great Barber Battle,J. Dillard
In which book does someone lament the length of their pastor's Sunday sermons?,9,J.D. and the Great Barber Battle,J. Dillard
In which book does a mom go back to school for her MBA?,12,J.D. and the Great Barber Battle,J. Dillard
In which book does a family move in with their grandfather after he has a heart attack?,12,J.D. and the Great Barber Battle,J. Dillard
In which book does a mom have a childhood nickname of Cheetah?,13,J.D. and the Great Barber Battle,J. Dillard
"In which book is a common breakfast grits, eggs, bacon and buttered toast with jelly?",15,J.D. and the Great Barber Battle,J. Dillard
In which book is a common punishment not playing outside for a week or making them read boring books out loud?,17,J.D. and the Great Barber Battle,J. Dillard
In which book were grades 5 through 8 in a separate building than the younger grades?,18,J.D. and the Great Barber Battle,J. Dillard
In which book is a child's hairline compared to Lebron James' hairline?,20,J.D. and the Great Barber Battle,J. Dillard
In which book is Flo-Jo mentioned as someone's track star hero?,22,J.D. and the Great Barber Battle,J. Dillard
In which book does a character's mom own a cleaning business?,28,J.D. and the Great Barber Battle,J. Dillard
In which book has someone worked at the same spot for 58 years?,31,J.D. and the Great Barber Battle,J. Dillard
In which book does a mom style her hair like actor Halle Berry?,32,J.D. and the Great Barber Battle,J. Dillard
In which book is there an empathetic Reading teacher named Ms. Scott?,36,J.D. and the Great Barber Battle,J. Dillard
In which book does someone's mom have a personalized bowling ball?,39,J.D. and the Great Barber Battle,J. Dillard
In which book does a mom make fried fish and french fries eery Saturday in the summer?,41,J.D. and the Great Barber Battle,J. Dillard
In which book does a character wear a red and black Chicago Bulls snapback hat?,48,J.D. and the Great Barber Battle,J. Dillard
In which book does a character teach a childrens' ceramic class?,57,J.D. and the Great Barber Battle,J. Dillard
In which book does a character want to have bangs?,59,J.D. and the Great Barber Battle,J. Dillard
In which book does a girl have a father who played college football?,68,J.D. and the Great Barber Battle,J. Dillard
"In which book does a family have a dinner of steak, rice and collard greens?",72,J.D. and the Great Barber Battle,J. Dillard
In which book does someone challenge a competitor to a competition where the loser will stop cutting hair?,82,J.D. and the Great Barber Battle,J. Dillard
In which book does a character live at 354 Blue Top Road?,90,J.D. and the Great Barber Battle,J. Dillard
In which book is Sally Beauty Supply mentioned as a fancier place to buy beauty equipment?,94,J.D. and the Great Barber Battle,J. Dillard
In which book did a character play Joseph in a school Christmas play?,97,J.D. and the Great Barber Battle,J. Dillard
In which book do grandparents wear a matching powder-blue church hat and tie?,99,J.D. and the Great Barber Battle,J. Dillard
In which book does someone receive a hairstyle called the pompadour? ,102,J.D. and the Great Barber Battle,J. Dillard
In which book does a character have the word Winner shaved into their hair?,105,J.D. and the Great Barber Battle,J. Dillard
In which book does a mom complete her grad school program early?,110,J.D. and the Great Barber Battle,J. Dillard
In which book does a character and their dad get up at 6am to practice football each day?,111,J.D. and the Great Barber Battle,J. Dillard
In which book does a sibling suggest that they start working together to make money?,124,J.D. and the Great Barber Battle,J. Dillard
